BIBTEXKEY,JOURNAL,TITLE,ABSTRACT,ISSN,ISBN,DOI
ou_scn5a_2002,NEUROGASTROENTEROLOGY AND MOTILITY,SCN5A} is expressed in human jejunal circular smooth muscle cells,Tetrodotoxin-resistant Na (+) currents are expressed in a variety of muscle cells including human jejunal circular smooth muscle (HJCSM) cells. The aim of this study was to determine the molecular identity of the pore-forming alpha-subunit of the HJCSM Na (+) channel. Degenerate primers identified a cDNA fragment of 1.5 kb with 99\% nucleotide homology with human cardiac SCN5A. The identified clone was also amplified from single smooth muscle cells by reverse transcriptase-polymerase chain reaction (RT-PCR). Northern blot analysis showed expression of full-length SCN5A. Laser capture microdissection was used to obtain highly purified populations of HJCSM cells. RT-PCR on the harvested cells showed that SCN5A was present in circular but not in longitudinal muscle. A similar result was obtained using a pan-Na (+) channel antibody. The full-length sequence for SCN5A was obtained by combining standard polymerase chain reaction with 5' and 3' rapid amplification of cDNA end techniques. The intestinal SCN5A was nearly identical to the cardiac SCN5A. The data indicate that SCN5A is more widely distributed than previously thought and encodes the pore-forming alpha-subunit of the tetrodotoxin-resistant Na (+) current in HJCSM cells.,1350-1925,NA,10.1046/j.1365-2982.2002.00348.x
alakunle_monkeypox_2020,Viruses,"Monkeypox {Virus} in {Nigeria}: {Infection} {Biology}, {Epidemiology}, and {Evolution}.","Monkeypox is a zoonotic disease caused by monkeypox virus (MPXV), which is a member of orthopoxvirus genus. The reemergence of MPXV in 2017 (at Bayelsa state) after 39 years of no reported case in Nigeria, and the export of travelers' monkeypox (MPX) from Nigeria to other parts of the world, in 2018 and 2019, respectively, have raised concern that MPXV may have emerged to occupy the ecological and immunological niche vacated by smallpox virus. This review X-rays the current state of knowledge pertaining the infection biology, epidemiology, and evolution of MPXV in Nigeria and worldwide, especially with regard to the human, cellular, and viral factors that modulate the virus transmission dynamics, infection, and its maintenance in nature. This paper also elucidates the role of recombination, gene loss and gene gain in MPXV evolution, chronicles the role of signaling in MPXV infection, and reviews the current therapeutic options available for the treatment and prevention of MPX. Additionally, genome-wide phylogenetic analysis was undertaken, and we show that MPXV isolates from recent 2017 outbreak in Nigeria were monophyletic with the isolate exported to Israel from Nigeria but do not share the most recent common ancestor with isolates obtained from earlier outbreaks, in 1971 and 1978, respectively. Finally, the review highlighted gaps in knowledge particularly the non-identification of a definitive reservoir host animal for MPXV and proposed future research endeavors to address the unresolved questions.",1999-4915,NA,10.3390/v12111257
irvine_identification_1997,Annals of tropical medicine and parasitology,Identification of larval-stage-specific antigens of {Onchocerca} volvulus uniquely recognized by putative immune sera from humans and vaccination sera from animal models.,"Immunity to Onchocerca volvulus is indicated by the existence of putative immune individuals (PI), who do not develop patent infections or clinical symptoms after living in endemic areas for extended periods of time. To gain insight into the nature of the humoral response of PI from Liberia and Ecuador, their sera and those of infected individuals were investigated and compared using western blots. The antigen preparations used were extracts of third- and fourth-stage larvae (L3 and L4, respectively), excretory-secretory proteins (ES-L3) and extracts of third-stage larvae (L3-day2) that had been cultured for 2 days, and extracts of nodular and skin microfilariae. Whereas some antigens were commonly recognized by all individuals, many stage-specific antigens (of 68, 60, 55, 46, 43, 42, 20 and 18 kDa in L3; 100, 88, 80, 50, 48, 45, 40 and 20 kDa in L3-day2; 110, 80 and 72 kDa in ES-L3; 48, 18, 16 and 14 kDa in L4; and 115, 60, 47, 43 and 17 kDa in skin and/or nodular microfilariae) were uniquely recognized by sera from PI. Some of the unique antigens were also recognized by sera from mice and a chimpanzee that were resistant to challenge after immunization with irradiated third-stage larvae. The results support the validity of the assumption that a unique status of immunity develops in certain individuals living in areas where onchocerciasis is endemic.",0003-4983,NA,NA
bao_partial_2005,JOURNAL OF NEUROSCIENCE,"Partial mitochondrial inhibition causes striatal dopamine release suppression and medium spiny neuron depolarization via {H2O2} elevation, not {ATP} depletion","Mitochondrial dysfunction is a potential causal factor in Parkinson's disease. We show here that acute exposure to the mitochondrial complex I inhibitor rotenone (30-100 nM; 30 min) causes concentration-dependent suppression of single-pulse evoked dopamine (DA) release monitored in real time with carbon-fiber microelectrodes in guinea pig striatal slices, with no effect on DA content. Suppression of DA release was prevented by the sulfonylurea glibenclamide, implicating ATP-sensitive K+ (K-ATP) channels; however, tissue ATP was unaltered. Because K-ATP channels can be activated by hydrogen peroxide (H2O2), as well as by low ATP, we examined the involvement of rotenone-enhanced H2O2 generation. Confirming an essential role for H2O2, the inhibition of DA release by rotenone was prevented by catalase, a peroxide-scavenging enzyme. Striatal H2O2 generation during rotenone exposure was examined in individual medium spiny neurons using fluorescence imaging with dichlorofluorescein (DCF). An increase in intracellular H2O2 levels followed a similar time course to that of DA release suppression and was accompanied by cell membrane depolarization, decreased input resistance, and increased excitability. Extracellular catalase markedly attenuated the increase in DCF fluorescence and prevented rotenone-induced effects on membrane properties; membrane changes were also largely prevented by flufenamic acid, a blocker of transient receptor potential (TRP) channels. Thus, partial mitochondrial inhibition can cause functional DA denervation via H2O2 and K-ATP channels, without DA or ATP depletion. Furthermore, amplified H2O2 levels and TRP channel activation in striatal spiny neurons indicate potential sources of damage in these cells. Overall, these novel factors could contribute to parkinsonian motor deficits and neuronal degeneration caused by mitochondrial dysfunction.",0270-6474,NA,10.1523/JNEUROSCI.2652-05.2005
clausen_role_2002,PHARMACEUTICAL RESEARCH,The role of glutathione in the permeation enhancing effect of thiolated polymers,"Purpose. To verify or refute the mechanism of permeation enhancement with thiolated polymers via GSH by the use of NaFlu as marker for the paracellular permeation. Methods. The capability of 0.5\% polycarbophil cysteine conjugate (PCP-Cys) to reduce 0.02\% oxidized glutathione (GSSG) was evaluated via iodometric titration in aqueous solution. Glutathione in its reduced form (GSH; 0.1\%-0.4\%) and in combination with 0.5\% PCP-Cys were tested for their permeation enhancement of sodium fluorescein (NaFlu) and fluorescence labeled bacitracin (bac-FITC) used as paracellular markers. Permeation studies across guinea pig duodenum were carried out in Ussing-type chambers. Opening of the tight junctions was additionally monitored by transepithelial electrical resistance (TEER) measurements. Results. PCP-Cys (0.5\%) was shown to reduce 22.0\% +/- 8.2\% of GSSG (0.02\%) to GSH in aqueous solution at pH 7.0 and 37degreesC within 3 h. Permeation of NaFlu was shown to depend on the concentration of GSH. The apparent permeability coefficient (P(a)pp) of NaFlu in buffer only was 4.98 +/- 0.5*10(-)6, while in the presence of 0.4\% GSH a P(a)pp of 9.31 +/- 0.92*10(-)6 was achieved, representing an enhancement ratio (R = P(a)pp enhancer system/P(a)pp control) of 1.86. The combination of GSH (0.4\%) with PCP-Cys (0.5\%) led to a significant (p {\textless} 0.001) improvement of R for NaFlu up to 2.93 accompanied by a decrease in TEER of 20.3\% +/- 1.4\%. Incubation of bac-FITC with the same GSH / PCP-Cys combination led to an enhancement ratio of 2.06 within 3 h. Conclusion. GSH plays an important role in the opening of tight junctions of intestinal epithelia. It would appear that PCP-Cys is able to reduce GSSG, prolonging the concentration of GSH at the apical membrane, resulting in significantly enhanced paracellular transport.",0724-8741,NA,10.1023/A:1015345827091
tatard_rodent-borne_2017-2,ACTA TROPICA,Rodent-borne {Trypanosoma} from cities and villages of {Niger} and {Nigeria}: {A} special role for the invasive genus {Rattus}?,"Although they are known to sometimes infect humans, atypical trypanosomes are very poorly documented, especially in Africa where one lethal case has yet been described. Here we conducted a survey of rodent-borne Trypanosoma in 19 towns and villages of Niger and Nigeria, with a special emphasis on Niamey, the capital city of Niger. The 1298 rodents that were captured yielded 189 qPCR-positive animals from 14 localities, thus corresponding to a 14.6\% overall prevalence. Rats, especially black rats, displayed particularly elevated prevalence (27.4\%), with some well sampled sites showing 40-50\% and up to 68.8\% of Trypanosoma-carrying individuals. Rattus were also characterized by significantly lower Ct values than in the other non-Rattus species. DNA sequences could be obtained for 43 rodent-borne Trypanosoma and corresponded to 41 T. lewisi (all from Rattus) and 2 T. microti (from Cricetomys gambianus). These results, together with data compiled from the available literature, suggest that Rattus may play a particular role for the maintaining and circulation of Trypanosoma, especially T. lewisi, in Africa. Taken into account its strong abilities to invade coastal and inland regions of the continent, we believe that this genus deserves a particular attention in regards to potentially under-looked but emerging atypical trypanosome-related diseases.",0001-706X,NA,10.1016/j.actatropica.2017.03.027
okeke_trematode_2017-1,Journal of helminthology,Trematode infections of the freshwater snail {Biomphalaria} pfeifferi from a south-east {Nigerian} community with emphasis on cercariae of {Schistosoma}.,"Knowledge of trematode infections in Biomphalaria pfeifferi from south-eastern Nigeria is scarce, due to the absence of Schistosoma mansoni infection in the region. Therefore, the present study sought to describe trematode infections in B. pfeifferi from the River Uzuru in the Nigeria Cement Factory area, Nkalagu, south-eastern Nigeria. Four hundred and sixty snails were checked for trematode infections, and mice were exposed to the Schistosoma cercariae shed from the snails. Adult worms were harvested from the mice 13 weeks post-infection, while sections of the liver and spleen were examined. Primary school children living in the area were screened for S. mansoni infection and assessed for activities involving water contact. The edges of the river were also searched for burrows and rodents. The five cercaria morphotypes found were armatae xiphidiocercariae, echinocercariae, Schistosoma cercariae, cystophorous cercariae and cercariaeum cercariae. The overall prevalence and mean intensity of trematode infections were 39.78\% and 195.46, with the prevalence and mean intensity of most cercaria morphotypes higher in the hot-dry than in the cool-dry season. The infected mice showed S. mansoni-like characteristics but the stool samples of the schoolchildren were negative for S. mansoni eggs. Water-contact activities in the River Uzuru were minimal. Burrows were seen at the river edges but no Schistosoma eggs were recovered from captured rats. This is the first report of Schistosoma cercariae and other cercaria morphotypes in B. pfeifferi from south-eastern Nigeria. Additional molecular investigations are needed to identify correctly these Schistosoma cercariae, due to their public health implication.",1475-2697,NA,10.1017/S0022149X16000353
hester_protection_1998,OTOLARYNGOLOGY-HEAD AND NECK SURGERY,Protection against aminoglycoside otic drop-induced ototoxicity by a spin trap: {I}. {Acute} effects,"Topical administration of aminoglycoside antibiotic drops containing neomycin and polymyxin B disrupts cochlear structure and function in rodents, possibly as a result of reactive oxygen species generation. This study investigated the ability of a spin trap, alpha-phenyl-tert-butyl-nitrone (PBN), to prevent acute aminoglycoside antibiotic drop-induced cochlear dysfunction. Guinea pigs were monitored for compound action potential thresholds and 1.0 mu V root-mean-square cochlear microphonic isopotential curve values, then injected intraperitoneally with PEN (60 mg/kg) or saline solution. After 10 minutes, 50 mu l of PEN (100 mmol/L) or artificial perilymph was applied to the round window membrane, followed after 10 minutes with artificial perilymph or aminoglycoside antibiotic drops (50 mu l). From 10 to 60 minutes after exposure, mean compound action potential thresholds progressively increased in the artificial perilymph-aminoglycoside antibiotic drop group, beginning with high frequencies and later including ever-lower frequencies. These threshold shifts in compound action potentials were significantly greater (p {\textless} 0.05) than those seen in the artificial perilymph-artificial perilymph or PBN-aminoglycoside antibiotic drop groups. This finding indicates that PEN provided protection against acute aminoglycoside antibiotic drop-induced compound action potential threshold sensitivity loss. Mean cochlear microphonic shift values at 60 minutes in the artificial perilymph-aminoglycoside antibiotic drop group significantly exceeded those of the other groups only at the highest frequencies. These data suggest that acute aminoglycoside antibiotic drop-induced cochlear disruption primarily affects high frequency compound action potential function and may be partially reactive oxygen species-mediated and preventable.",0194-5998,NA,10.1016/S0194-5998(98)70015-4
tranier_preliminary_1975,"Etude preliminaire du caryotype de l'Acomys de l'Air (Rongeurs, Murides)","[{Preliminary} study of the karyotype of {Acomys} airensis ({Rodentia}, {Muridae})].",NA,0025-1461,NA,NA
berekmeri_postnatal_2019,CELLS,Postnatal {Development} of the {Subcellular} {Structures} and {Purinergic} {Signaling} of {Deiters}' {Cells} along the {Tonotopic} {Axis} of the {Cochlea,"Exploring the development of the hearing organ helps in the understanding of hearing and hearing impairments and it promotes the development of the regenerative approaches-based therapeutic efforts. The role of supporting cells in the development of the organ of Corti is much less elucidated than that of the cochlear sensory receptor cells. The use of our recently published method of single-cell electroporation loading of a fluorescent Ca2+ probe in the mouse hemicochlea preparation provided an appropriate means to investigate the Deiters' cells at the subcellular level in two different cochlear turns (apical, middle). Deiters' cell's soma and process elongated, and the process became slimmer by maturation without tonotopic preference. The tonotopically heterogeneous spontaneous Ca2+ activity less frequently occurred by maturation and implied subcellular difference. The exogenous ATP- and UTP-evoked Ca2+ responses were maturation-dependent and showed P2Y receptor dominance in the apical turn. By monitoring the basic structural dimensions of this supporting cell type as well as its spontaneous and evoked purinergic Ca2+ signaling in the hemicochlea preparation in different stages in the critical postnatal P5-25 developmental period for the first time, we showed that the soma and the phalangeal process of the Deiters' cells go through age- and tonotopy-dependent changes in the morphometric parameters and purinergic signaling.",NA,NA,10.3390/cells8101266
capilla_animal_2007,MEDICAL MYCOLOGY,Animal models: an important tool in mycology,"Animal models of fungal infections are, and will remain, a key tool in the advancement of the medical mycology. Many different types of animal models of fungal infection have been developed, with murine models the most frequently used, for studies of pathogenesis, virulence, immunology, diagnosis, and therapy. The ability to control numerous variables in performing the model allows us to mimic human disease states and quantitatively monitor the course of the disease. However, no single model can answer all questions and different animal species or different routes of infection can show somewhat different results. Thus, the choice of which animal model to use Must be made carefully, addressing issues of the type of human disease to mimic, the parameters to follow and collection of the appropriate data to answer those questions being asked. This review addresses a variety of uses for animal models in medical mycology. It focuses on the most clinically important diseases affecting humans and cites various examples of the different types of studies that have been performed. Overall, animal models of fungal infection will continue to be valuable tools in addressing questions concerning fungal infections and contribute to our deeper understanding of how these infections occur, progress and can be controlled and eliminated.",1369-3786,NA,10.1080/13693780701644140
cowlishaw_evidence_2005,Journal of Applied Ecology,Evidence for post-depletion sustainability in a mature bushmeat market.,"1. The trade in wild animals for meat, or 'bushmeat', is perceived as one of the most important threats to wildlife in the tropics. Unsustainable bushmeat extraction also threatens the loss of livelihoods. However, the long-term persistence of the bushmeat trade, documented in Africa over several centuries, suggests that the trade can be sustainable. In this study, we investigate sustainability in a mature bushmeat market in West Africa (Takoradi, Ghana).2. Our study, conducted over January and February 2000, combined biological and socio-economic approaches. Offtake data, including information on species identity, capture location and sales price, were collected in a market survey. Species biological data, and the historical price of bushmeat and its substitutes (fish and domestic meat), were taken from the literature. The theoretical sustainable yield for each species was estimated using standard algorithms.3. We tested the hypothesis that the current trade is unsustainable with four predictions: that (1) the number of animals extracted exceeds a theoretical sustainable yield, (2) larger taxa are depleted more heavily close to the city, (3) the price of bushmeat has outstripped inflation and (4) the price of alternatives, such as domestic meat and fish, has fallen relative to the price of bushmeat. None of these predictions were supported. There was therefore no evidence of unsustainability.4. Analysis of market profiles and hunter reports suggest that the present pattern of sustainability is the result of a series of non-random extinctions from historical hunting. Vulnerable taxa (slow reproducers) have been depleted heavily in the past, so that only robust taxa (fast reproducers), such as rodents and small antelope, are now traded. These robust taxa are supplied from a predominantly agricultural landscape around the city.5. Synthesis and applications. The bushmeat trade can have a severe impact on species that are vulnerable to overexploitation. However, once these species have disappeared, the remaining species may be harvested sustainably. Bushmeat management policy might therefore be improved by adopting a two-pronged approach in which vulnerable species are protected from hunting, but robust species are allowed to supply a sustainable trade. The productivity of agricultural landscapes for many bushmeat species indicates that these areas may play an important role in supporting a sustainable bushmeat trade.",0021-8901,NA,10.1111/j.1365-2664.2005.01046.x
oli_evaluation_2017,The Pan African medical journal,"An evaluation of the cold chain technology in {South}-{East}, {Nigeria} using {Immunogenicity} study on the measles vaccines.","Introduction: Vaccines are biological products and their efficacy is affected by storage conditions. They are vital in promoting public health. Failures in immunization programmes often times are blamed on disruption in vaccine cold-chain. This study assessed the immunogenicity/potency of the measles vaccines utilized in childhood immunization in South-East, Nigeria and indirectly assessed the effectiveness of the cold-chain technology in the region., Methods: This was an experimental study carried out between December 2011 and June 2013. Antibody induction method was used to evaluate the immunogenicity/potency of the measles vaccines sourced from the central cold chain facilities in South-east, Nigeria and indirectly, the effectiveness of the cold chain technology in the zone in maintaining vaccine potency. The neutralizing antibodies in a control group (administered with measles vaccines stored at 37degreeC for 12 months) and in immunized group were determined after 30 days of immunization using ELISA., Results: The mean storage temperature of the vaccines at the states vaccines central cold chain facilities was -2.4degreeC and before storage at study site, it was 5.8degreeC but at the study site it was -4.54degreeC. Mean +/-Standard Error in the Mean (SEM) IgG titers for the measles vaccines sourced from ""Open Market"", Ebonyi, Enugu, Imo, Anambra and Abia States were 0.793+/-0.051, 1.621+/-0.015, 1.621+/-0.015, 1.715+/-0.081, 1.793+/-0.051 and 1.683+/-0.078 respectively while the mean +/-Standard Error in the Mean (SEM) IgM titres were 0.857+/-0.037, 1.400+/-0.030, 1.391+/-0.032, 1.339+/-0.037, 1.405+/-0.066 and 1.279+/-0.025 respectively. One way analysis of variance shows that there is statistical difference in the IgG and IgM antibodies titers produced by the control compared to the vaccines (P value {\textless} 0.0001). Also, Bartlett's test for equal variances showed that there was statistical difference (P value {\textless} 0.0001 for IgG and = 0.036 for IgM). The antibodies elicited by the vaccines from the states were enough to confer protection but the vaccine samples from ""Open Market"" (control) could not evoke enough antibodies., Conclusion: The cold-chain technology in the region was judged to be optimal as at the time of vaccine sampling since all the measles vaccines had good immunogenicity profile. However, efforts are still needed to maintain these facilities in good condition in order to ensure effective immunization program in the region.",1937-8688,NA,10.11604/pamj.supp.2017.27.3.11491
lalis_morphological_2009,Comptes rendus biologies,Morphological identification of sibling species: the case of {West} {African} {Mastomys} ({Rodentia}: {Muridae}) in sympatry.,"In this study, we investigate skull size and shape differentiation between sibling species of Mastomys with the aim to characterize and discriminate three sympatric species found in West Africa: M. huberti, M. erythroleucus and M. natalensis. A total of 133 genetically determined specimens were used for the morphometric analyses. Statistical analyses clearly demonstrated that the three species largely overlapped in centroid size (M. erythroleucus tends to be larger on average than the M. huberti and M. natalensis) but they exhibited large differences in skull shape. The current study focused on skull shape, and allowed us to discriminate three morphological groups that are congruent with the three species suggested by molecular identification (90\% of the individuals are correctly assigned by cross-validated classifications). In the Mastomys, the evolution of cranial length and shape may be influenced by competitive pressure between closely related species separated by ecological segregation. This source of variability could possibly induce character displacement between species of Mastomys.",1768-3238,NA,10.1016/j.crvi.2008.11.004
hagen_digesta_2018,MAMMALIAN BIOLOGY,"Digesta kinetics in two arvicoline rodents, the field vole ({Microtus} agrestis) and the steppe lemming ({Lagurus} lagurus)","A large number of small mammals practice cecotrophy, i.e. ingesting a certain fraction of their own faeces typically termed `cecotrophs'. This behaviour is generally thought to limit metabolic losses of nitrogen, because a colonic separation mechanism (CSM) selectively accretes fine, nitrogen-rich particles (such as microbes) in the cecotrophs. Two types of CSM have been described, a wash-back CSM (in lagomorphs) where fluids wash through the colonic digesta in a retrograde manner into the caecum, resulting in a selectively prolonged solute marker retention in passage studies; and a mucus-trap CSM (in hystricomorph rodents) where microbes are trapped in mucus-filled anatomical structures in the colon mucosa (grooves/furrows/folds). In the mucus-trap CSM, no selective retention of any passage marker occurs. How the CSM operates in muroid rodents is not well explored, but both mucus-filled anatomical structures and a moderate degree of selective solute marker retention have been reported in the literature. Here we demonstrate selective solute marker retention in two muroid, arvicoline rodent species (field voles Microtus agrestis, body mass 28.6 +/- 7.4 g, and steppe lemming Lagurus lagurus, 19.8 +/- 2.0 g) on a pelleted high-fibre diet, where a solute marker was retained 20-55\% longer than a particle marker (with mean retention times of 5.6 +/- 0.5 vs. 4.8 +/- 0.9 and 5.0 +/- 1.5 vs. 3.3 +/- 0.9 h, respectively). The animals achieved an apparent organic matter digestibility similar to that of much larger herbivores on diets of similar fibre content. In addition to a selective feeding behaviour and a high relative food intake, a digestive physiology that includes coprophagy, and a CSM using both mucus-trap and wash-back effects, are characteristic for herbivorous arvicoline rodents. The relative contributions of the two CSM components - whether they have additive or complementary effects - remain to be explored. (C) 2018 Deutsche Gesellschaft fur Saugetierkunde. Published by Elsevier GmbH. All rights reserved",1616-5047,NA,10.1016/j.mambio.2018.01.003
thompson_relationship_1993,JOURNAL OF COMPARATIVE NEUROLOGY,RELATIONSHIP} {OF} {DESCENDING} {INFERIOR} {COLLICULUS} {PROJECTIONS} {TO} {OLIVOCOCHELAR} {NEURONS,"With the objective of defining the relationship of descending inferior colliculus projections to the olivocochlear system in the guinea pig, inferior colliculus neurons were anterogradely labeled with Phaseolus vulgaris-leucoagglutinin and olivocochlear neurons were retrogradely labeled with horseradish peroxidase in the same brain sections. Inferior colliculus neurons were found to project to many nuclei and regions of the hindbrain where olivocochlear neurons reside. The most substantial of these descending projections was to the ipsilateral medioventral periolivary region. Fewer descending projections terminated in the ipsilateral ventral nucleus of the lateral lemniscus, superior paraolivary nucleus, and rostral periolivary region; and even fewer ipsilateral projections terminated in the area surrounding the lateral superior olive, caudal periolivary region, and the lateroventral periolivary region. Descending neurons of the inferior colliculus also project to the contralateral hindbrain first via the lateral lemniscus and then the trapezoid body, to terminate in the contralateral medioventral periolivary region, superior paraolivary nucleus, rostral periolivary region, and the ventral nucleus of the lateral lemniscus. In addition to the projections into these regions that contain olivocochlear neurons, there are varicosities of inferior colliculus neurons that appear to contact the olivocochlear neurons themselves, both ipsilaterally and contralaterally, especially, but not only, in the ipsilateral medioventral periolivary region. We therefore conclude that descending inferior colliculus neurons do provide input to olivocochlear neurons and that the input is not limited to olivocochlear neurons of the ipsilateral medioventral periolivary region. However, given the robust nature of the projection to the ipsilateral medioventral periolivary region and the paucity of contacts observed in that region, we also conclude that the olivocochlear neuron is not the major target of descending inferior colliculus projections. (C) 1993 Wiley-Liss, Inc.",0021-9967,NA,10.1002/cne.903350309
seguchi_biochemical_1992,ACTA HISTOCHEMICA ET CYTOCHEMICA,BIOCHEMICAL} {AND} {CYTOCHEMICAL} {STUDY} {OF} {TRIMETAPHOSPHATASE} {ACTIVITY} {IN} {MAMMALIAN}-{TISSUES,"Trimetaphosphatase (TMPase) was biochemically and cytochemically investigated using rat and guinea pig tissues. TMPase was partially purified, and its activity was visualized and measured by the method of Doty et al. (J. Histochem. Cytochem. 25:1381, 1977), using a dot-blot apparatus. TMPase was salted out in fractions of 60-80\% ammonium sulfate. TMPase activity was observed in early protein fractions of Sephadex G-100 column. The molecular weight and pI of the partially purified TMPase were 130KD and 6. 1, respectively. Electrophoretically, TMPase and acid phosphatase (ACPase) activities were observed in different bands. The present results clearly demonstrated that TMPase and ACPase are two different proteins. Cytochemically, the TMPase activity was elucidated using an improved method which employs cerium salt as capture agent, and the results were compared with those of the lead-based method. The incubation medium of the cerium-based method contained 20 mm acetate buffer, pH 3.9, 2 mM cerium chloride, 1 mM trimetaphosphate, 5\% sucrose, and 0.00015\% Triton X-100. The localization of the TMPase activity differed from that of ACPase in all tissues employed. TMPase activity was observed mainly in tubular structures. Using the cerium-based method, nonspecific precipitates were considerably reduced as compared with the lead-based method.",0044-5991,NA,10.1267/ahc.25.53
zhang_pathogenicity_2021,JOURNAL OF INTERNATIONAL MEDICAL RESEARCH,Pathogenicity and transmissibility assessment of two strains of human influenza virus isolated in {China} in 2018,"Objective Influenza season occurs every year in China, but its presentation was unusual in the period from December 2017 to early 2018. During this period, influenza activity was increasing across the country and was much greater than during the same period in previous years, with great harm to people's health. Methods In this study, we isolated two human influenza virus strains-A/Hebei/F076/2018(H1N1) and B/Hebei/16275B/2018-from patients with severe influenza in Hebei, China, during the flu season in January 2018, and explored their genetic characteristics, pathogenicity, and transmissibility. Results A/Hebei/F076/2018(H1N1) belongs to the human-like H1N1 influenza virus lineage, whereas B/Hebei/16275B/2018 belongs to the Victoria lineage and is closely related to the World Health Organization reference strain B/Brisbane/60/2008. Pathogenicity tests revealed that A/Hebei/F076/2018(H1N1) replicated much more strongly in mice, with mice exhibiting 40\% mortality, whereas B/Hebei/16275B/2018 was not lethal. Both viruses could be transmitted through direct contact and by the aerosol route between guinea pigs, but the H1N1 strain exhibited higher airborne transmissibility. Conclusions These results may contribute to the monitoring of influenza mutation and the prevention of an influenza outbreak.",0300-0605,NA,10.1177/0300060520982832
brain_intermittent_2002,JOURNAL OF PHYSIOLOGY-LONDON,Intermittent {ATP} release from nerve terminals elicits focal smooth muscle {Ca2}+ transients in mouse vas deferens,"A confocal Ca2+ imaging technique has been used to detect ATP release from individual sympathetic varicosities on the same nerve terminal branch. Varicose nerve terminals and smooth muscle cells in mouse vas deferens were loaded with the Ca2+ indicator Oregon Green 488 BAPTA-1. Field (nerve) stimulation evoked discrete, focal increases in [Ca2+] in smooth muscle cells adjacent to identified varicosities. These focal increases in [Ca2+] have been termed `neuroeffector Ca2+ transients' (NCTs). NCTs were abolished by alpha,beta-methylene ATP (1 mum), but not by nifedipine (1 muM) or prazosin (100 nm), suggesting that NCTs are generated by Ca2+ influx through P2X receptors without a detectable contribution from L-type Ca2+ channels or alpha(1)-adrenoceptor-mediated pathways. Action potential-evoked ATP release was highly intermittent (mean probability 0.019 +/- 0.002; range 0.001-0.10) at 1 Hz stimulation, even though there was no failure of action potential propagation in the nerve terminals. Twenty-eight per cent of varicosities failed to release transmitter following more than 500 stimuli. Spontaneous ATP release was very infrequent (0.0014 Hz). No Ca2+ transient attributable to noradrenaline release was detected even in response to 5 Hz stimulation. There was evidence of local noradrenaline release as the alpha(2)-adrenoceptor antagonist yohimbine increased the probability of occurrence of NCTs by 55 +/- 21 \% during trains of stimuli at 1 Hz. Frequency-dependent facilitation preferentially occurred at low probability release sites. The monitoring of NCTs now allows transmitter release to be detected simultaneously from each functional varicosity on an identified nerve terminal branch on an impulse-to-impulse basis.",0022-3751,NA,10.1113/jphysiol.2002.019612
fischli_ciprokiren_1994,HYPERTENSION,CIPROKIREN} ({RO}-44-9375) - {A} {RENIN} {INHIBITOR} {WITH} {INCREASING} {EFFECTS} {ON} {CHRONIC} {TREATMENT,"The present study characterizes the new transition-state renin inhibitor ciprokiren (Ro 44-9375) in squirrel monkeys. Arterial blood pressure was monitored by telemetry in freely moving, chronically instrumented conscious animals. In vitro at pH 7.4, ciprokiren inhibited human renin in buffer and human plasma with an IC50 of 0.07 and 0.65 nmol/L, respectively. It was equipotent against primate plasma renin and also inhibited plasma renin from dog and guinea pig in the nanomolar range (IC50 29 and 65 nmol/L, respectively). After acute oral administration it reduced arterial blood pressure dose dependently in normotensive sodium-depleted and cyclosporin-induced hypertensive squirrel monkeys, starting with the minimal oral dose of 3 mu g/kg. Daily oral doses of 1 mu g/kg showed a progressive blood pressure decrease, with a maximal response reached after 1 week. The drug could also be applied transdermally with similar hemodynamic effects without any decrease of plasma renin activity or plasma immunoreactive angiotensin II. Thus, ciprokiren is characterized in squirrel monkeys as a renin inhibitor with high in vivo potency that might act mainly in the tissular compartment.",0194-911X,NA,10.1161/01.HYP.24.2.163
